# Species	Genes	Alg.-Conn.	CBS432	DBVPG6044	DBVPG6765	N44	S288c	SK1	Sac_bayanus_var_uvarum_CBS7001.Scannell_2011	Sac_eubayanus_FM1318.Baker_2015	Sac_kudriavzevii_IFO1802T.Scannell_2011	Sac_kudriavzevii_ZP591.Scannell_2011	Sac_mikatae_IFO1815T.Scannell_2011	Sac_arboricolus_H6.Liti_2013	UFRJ50816	UWOPS034614	UWOPS919171	Y12	YPS128	YPS138
18	18	1	CBS432_07G04070	DBVPG6044_07G04040	DBVPG6765_07G04040	N44_07G04070	S288c_07G04100	SK1_07G04040	Sbay_7.488	Seub_DI49_2161.t01	Skud_7.530	Port_7.567	Smik_16.112	Sarb_07G04050	UFRJ50816_07G04040	UWOPS034614_08G02490	UWOPS919171_07G04060	Y12_07G04040	YPS128_07G04030	YPS138_07G04060
18	18	1	CBS432_07G04080	DBVPG6044_07G04050	DBVPG6765_07G04050	N44_07G04080	S288c_07G04110	SK1_07G04050	Sbay_7.489	Seub_DI49_2162.t01	Skud_7.531	Port_7.568	Smik_16.111	Sarb_07G04060	UFRJ50816_07G04050	UWOPS034614_08G02500	UWOPS919171_07G04070	Y12_07G04050	YPS128_07G04040	YPS138_07G04070
18	18	1	CBS432_07G04090	DBVPG6044_07G04060	DBVPG6765_07G04060	N44_07G04090	S288c_07G04120	SK1_07G04060	Sbay_7.490	Seub_DI49_2163.t01	Skud_7.532	Port_7.569	Smik_16.110	Sarb_07G04070	UFRJ50816_07G04060	UWOPS034614_08G02510	UWOPS919171_07G04080	Y12_07G04060	YPS128_07G04050	YPS138_07G04080
18	18	1	CBS432_07G00360	DBVPG6044_07G00350	DBVPG6765_07G00360	N44_07G00370	S288c_07G00380	SK1_07G00340	Sbay_7.37	Seub_DI49_1757.t01	Skud_7.46	Port_7.57	Smik_7.41	Sarb_07G00370	UFRJ50816_07G00370	UWOPS034614_11G03380	UWOPS919171_07G00350	Y12_07G00350	YPS128_07G00340	YPS138_07G00370
18	18	1	CBS432_07G04100	DBVPG6044_07G04070	DBVPG6765_07G04070	N44_07G04100	S288c_07G04130	SK1_07G04070	Sbay_7.491	Seub_DI49_2164.t01	Skud_7.533	Port_7.570	Smik_16.109	Sarb_07G04080	UFRJ50816_07G04070	UWOPS034614_08G02520	UWOPS919171_07G04090	Y12_07G04070	YPS128_07G04060	YPS138_07G04090
18	18	1	CBS432_07G04110	DBVPG6044_07G04080	DBVPG6765_07G04080	N44_07G04110	S288c_07G04140	SK1_07G04080	Sbay_7.492	Seub_DI49_2165.t01	Skud_7.534	Port_7.571	Smik_16.108	Sarb_07G04090	UFRJ50816_07G04080	UWOPS034614_08G02530	UWOPS919171_07G04100	Y12_07G04080	YPS128_07G04070	YPS138_07G04100
18	18	1	CBS432_07G04120	DBVPG6044_07G04090	DBVPG6765_07G04090	N44_07G04120	S288c_07G04150	SK1_07G04090	Sbay_7.493	Seub_DI49_2166.t01	Skud_7.535	Port_7.572	Smik_16.107	Sarb_07G04100	UFRJ50816_07G04090	UWOPS034614_08G02540	UWOPS919171_07G04110	Y12_07G04090	YPS128_07G04080	YPS138_07G04110
18	18	1	CBS432_07G04130	DBVPG6044_07G04100	DBVPG6765_07G04100	N44_07G04130	S288c_07G04160	SK1_07G04100	Sbay_7.494	Seub_DI49_2167.t01	Skud_7.536	Port_7.573	Smik_16.106	Sarb_07G04110	UFRJ50816_07G04100	UWOPS034614_08G02550	UWOPS919171_07G04120	Y12_07G04100	YPS128_07G04090	YPS138_07G04120
18	18	1	CBS432_07G04140	DBVPG6044_07G04110	DBVPG6765_07G04110	N44_07G04140	S288c_07G04170	SK1_07G04110	Sbay_7.495	Seub_DI49_2168.t01	Skud_7.537	Port_7.574	Smik_16.105	Sarb_07G04120	UFRJ50816_07G04110	UWOPS034614_08G02560	UWOPS919171_07G04130	Y12_07G04110	YPS128_07G04100	YPS138_07G04130
18	18	1	CBS432_07G04150	DBVPG6044_07G04120	DBVPG6765_07G04120	N44_07G04150	S288c_07G04180	SK1_07G04120	Sbay_7.496	Seub_DI49_2169.t01	Skud_7.538	Port_7.575	Smik_16.104	Sarb_07G04130	UFRJ50816_07G04120	UWOPS034614_08G02570	UWOPS919171_07G04140	Y12_07G04120	YPS128_07G04110	YPS138_07G04140
18	18	1	CBS432_07G04160	DBVPG6044_07G04130	DBVPG6765_07G04130	N44_07G04160	S288c_07G04190	SK1_07G04130	Sbay_7.497	Seub_DI49_2170.t01	Skud_7.539	Port_7.576	Smik_16.103	Sarb_07G04140	UFRJ50816_07G04130	UWOPS034614_08G02580	UWOPS919171_07G04150	Y12_07G04130	YPS128_07G04120	YPS138_07G04150
18	18	1	CBS432_07G04170	DBVPG6044_07G04140	DBVPG6765_07G04140	N44_07G04170	S288c_07G04200	SK1_07G04140	Sbay_7.498	Seub_DI49_2171.t01	Skud_7.540	Port_7.577	Smik_16.102	Sarb_07G04150	UFRJ50816_07G04140	UWOPS034614_08G02590	UWOPS919171_07G04160	Y12_07G04140	YPS128_07G04130	YPS138_07G04160
18	18	1	CBS432_07G04180	DBVPG6044_07G04150	DBVPG6765_07G04150	N44_07G04180	S288c_07G04210	SK1_07G04150	Sbay_7.499	Seub_DI49_2172.t01	Skud_7.541	Port_7.578	Smik_16.101	Sarb_07G04160	UFRJ50816_07G04150	UWOPS034614_08G02600	UWOPS919171_07G04170	Y12_07G04150	YPS128_07G04140	YPS138_07G04170
18	18	1	CBS432_07G04190	DBVPG6044_07G04160	DBVPG6765_07G04160	N44_07G04190	S288c_07G04220	SK1_07G04160	Sbay_7.500	Seub_DI49_2173.t01	Skud_7.542	Port_7.579	Smik_16.100	Sarb_07G04170	UFRJ50816_07G04160	UWOPS034614_08G02610	UWOPS919171_07G04180	Y12_07G04160	YPS128_07G04150	YPS138_07G04180
18	18	1	CBS432_07G00370	DBVPG6044_07G00360	DBVPG6765_07G00370	N44_07G00380	S288c_07G00390	SK1_07G00350	Sbay_7.38	Seub_DI49_1758.t01	Skud_7.47	Port_7.58	Smik_7.42	Sarb_07G00380	UFRJ50816_07G00380	UWOPS034614_11G03370	UWOPS919171_07G00360	Y12_07G00360	YPS128_07G00350	YPS138_07G00380
18	18	1	CBS432_07G04200	DBVPG6044_07G04170	DBVPG6765_07G04170	N44_07G04200	S288c_07G04230	SK1_07G04170	Sbay_7.501	Seub_DI49_2174.t01	Skud_7.543	Port_7.580	Smik_16.99	Sarb_07G04180	UFRJ50816_07G04170	UWOPS034614_08G02620	UWOPS919171_07G04190	Y12_07G04170	YPS128_07G04160	YPS138_07G04190
18	18	1	CBS432_07G04210	DBVPG6044_07G04180	DBVPG6765_07G04180	N44_07G04210	S288c_07G04240	SK1_07G04180	Sbay_7.502	Seub_DI49_2175.t01	Skud_7.544	Port_7.581	Smik_16.98	Sarb_07G04190	UFRJ50816_07G04180	UWOPS034614_08G02630	UWOPS919171_07G04200	Y12_07G04180	YPS128_07G04170	YPS138_07G04200
18	18	1	CBS432_07G04220	DBVPG6044_07G04190	DBVPG6765_07G04190	N44_07G04220	S288c_07G04250	SK1_07G04190	Sbay_7.503	Seub_DI49_2176.t01	Skud_7.545	Port_7.582	Smik_16.97	Sarb_07G04200	UFRJ50816_07G04190	UWOPS034614_08G02640	UWOPS919171_07G04210	Y12_07G04190	YPS128_07G04180	YPS138_07G04210
18	18	1	CBS432_07G04230	DBVPG6044_07G04200	DBVPG6765_07G04200	N44_07G04230	S288c_07G04260	SK1_07G04200	Sbay_7.504	Seub_DI49_2177.t01	Skud_7.546	Port_7.583	Smik_16.96	Sarb_07G04210	UFRJ50816_07G04200	UWOPS034614_08G02650	UWOPS919171_07G04220	Y12_07G04200	YPS128_07G04190	YPS138_07G04220
18	18	1	CBS432_07G04240	DBVPG6044_07G04210	DBVPG6765_07G04210	N44_07G04240	S288c_07G04270	SK1_07G04210	Sbay_7.505	Seub_DI49_2178.t01	Skud_7.547	Port_7.584	Smik_16.95	Sarb_07G04220	UFRJ50816_07G04210	UWOPS034614_08G02660	UWOPS919171_07G04230	Y12_07G04210	YPS128_07G04200	YPS138_07G04230
18	18	1	CBS432_07G04250	DBVPG6044_07G04220	DBVPG6765_07G04220	N44_07G04250	S288c_07G04280	SK1_07G04220	Sbay_7.506	Seub_DI49_2179.t01	Skud_7.548	Port_7.585	Smik_16.94	Sarb_07G04230	UFRJ50816_07G04220	UWOPS034614_08G02670	UWOPS919171_07G04240	Y12_07G04220	YPS128_07G04210	YPS138_07G04240
18	18	0.889	CBS432_07G04260	DBVPG6044_07G04230	DBVPG6765_07G04230	N44_07G04260	S288c_07G04290	SK1_07G04230	Sbay_7.507	Seub_DI49_2180.t01	Skud_7.549	Port_7.586	Smik_16.93	Sarb_07G04240	UFRJ50816_07G04230	UWOPS034614_08G02680	UWOPS919171_07G04250	Y12_07G04230	YPS128_07G04220	YPS138_07G04250
18	18	1	CBS432_07G04270	DBVPG6044_07G04240	DBVPG6765_07G04240	N44_07G04270	S288c_07G04300	SK1_07G04240	Sbay_7.508	Seub_DI49_2181.t01	Skud_7.550	Port_7.587	Smik_16.92	Sarb_07G04250	UFRJ50816_07G04240	UWOPS034614_08G02690	UWOPS919171_07G04260	Y12_07G04240	YPS128_07G04230	YPS138_07G04260
18	18	1	CBS432_07G04280	DBVPG6044_07G04250	DBVPG6765_07G04250	N44_07G04280	S288c_07G04310	SK1_07G04250	Sbay_7.509	Seub_DI49_2182.t01	Skud_7.551	Port_7.588	Smik_16.91	Sarb_07G04260	UFRJ50816_07G04250	UWOPS034614_08G02700	UWOPS919171_07G04270	Y12_07G04250	YPS128_07G04240	YPS138_07G04270
18	18	1	CBS432_07G04290	DBVPG6044_07G04260	DBVPG6765_07G04260	N44_07G04290	S288c_07G04320	SK1_07G04260	Sbay_7.510	Seub_DI49_2183.t01	Skud_7.552	Port_7.589	Smik_16.90	Sarb_07G04270	UFRJ50816_07G04260	UWOPS034614_08G02710	UWOPS919171_07G04280	Y12_07G04260	YPS128_07G04250	YPS138_07G04280
18	18	1	CBS432_07G00380	DBVPG6044_07G00370	DBVPG6765_07G00380	N44_07G00390	S288c_07G00400	SK1_07G00360	Sbay_7.39	Seub_DI49_1759.t01	Skud_7.48	Port_7.59	Smik_7.43	Sarb_07G00390	UFRJ50816_07G00390	UWOPS034614_11G03360	UWOPS919171_07G00370	Y12_07G00370	YPS128_07G00360	YPS138_07G00390
18	18	1	CBS432_07G04300	DBVPG6044_07G04270	DBVPG6765_07G04270	N44_07G04300	S288c_07G04330	SK1_07G04270	Sbay_7.511	Seub_DI49_2184.t01	Skud_7.553	Port_7.590	Smik_16.89	Sarb_07G04280	UFRJ50816_07G04270	UWOPS034614_08G02720	UWOPS919171_07G04290	Y12_07G04270	YPS128_07G04260	YPS138_07G04290
18	18	1	CBS432_07G04310	DBVPG6044_07G04280	DBVPG6765_07G04280	N44_07G04310	S288c_07G04340	SK1_07G04280	Sbay_7.513	Seub_DI49_2186.t01	Skud_7.555	Port_7.593	Smik_16.86	Sarb_07G04290	UFRJ50816_07G04280	UWOPS034614_08G02730	UWOPS919171_07G04300	Y12_07G04280	YPS128_07G04270	YPS138_07G04300
18	18	1	CBS432_07G04320	DBVPG6044_07G04290	DBVPG6765_07G04290	N44_07G04320	S288c_07G04350	SK1_07G04290	Sbay_7.514	Seub_DI49_2187.t01	Skud_7.556	Port_7.594	Smik_16.85	Sarb_07G04300	UFRJ50816_07G04290	UWOPS034614_08G02740	UWOPS919171_07G04310	Y12_07G04290	YPS128_07G04280	YPS138_07G04310
18	18	1	CBS432_07G04330	DBVPG6044_07G04300	DBVPG6765_07G04300	N44_07G04330	S288c_07G04360	SK1_07G04300	Sbay_7.515	Seub_DI49_2188.t01	Skud_7.557	Port_7.595	Smik_16.84	Sarb_07G04310	UFRJ50816_07G04300	UWOPS034614_08G02750	UWOPS919171_07G04320	Y12_07G04300	YPS128_07G04290	YPS138_07G04320
18	18	1	CBS432_07G04340	DBVPG6044_07G04310	DBVPG6765_07G04310	N44_07G04340	S288c_07G04370	SK1_07G04310	Sbay_7.516	Seub_DI49_2189.t01	Skud_7.558	Port_7.597	Smik_16.83	Sarb_07G04320	UFRJ50816_07G04310	UWOPS034614_08G02760	UWOPS919171_07G04330	Y12_07G04310	YPS128_07G04300	YPS138_07G04330
18	18	1	CBS432_07G04350	DBVPG6044_07G04320	DBVPG6765_07G04320	N44_07G04350	S288c_07G04380	SK1_07G04320	Sbay_7.517	Seub_DI49_2190.t01	Skud_7.559	Port_7.598	Smik_16.82	Sarb_07G04330	UFRJ50816_07G04320	UWOPS034614_08G02770	UWOPS919171_07G04340	Y12_07G04320	YPS128_07G04310	YPS138_07G04340
18	18	0.722	CBS432_07G00390	DBVPG6044_07G00380	DBVPG6765_07G00390	N44_07G00400	S288c_07G00410	SK1_07G00370	Sbay_7.40	Seub_DI49_1760.t01	Skud_7.49	Port_7.60	Smik_7.44	Sarb_07G00400	UFRJ50816_07G00400	UWOPS034614_11G03350	UWOPS919171_07G00380	Y12_07G00380	YPS128_07G00370	YPS138_07G00400
18	18	1	CBS432_07G04380	DBVPG6044_07G04350	DBVPG6765_07G04350	N44_07G04380	S288c_07G04410	SK1_07G04350	Sbay_7.520	Seub_DI49_2191.t01	Skud_7.562	Port_7.601	Smik_16.78	Sarb_07G04350	UFRJ50816_07G04350	UWOPS034614_08G02800	UWOPS919171_07G04390	Y12_07G04350	YPS128_07G04340	YPS138_07G04370
18	18	1	CBS432_07G04390	DBVPG6044_07G04360	DBVPG6765_07G04360	N44_07G04390	S288c_07G04420	SK1_07G04360	Sbay_7.521	Seub_DI49_2192.t01	Skud_7.563	Port_7.602	Smik_16.77	Sarb_07G04360	UFRJ50816_07G04360	UWOPS034614_08G02810	UWOPS919171_07G04400	Y12_07G04360	YPS128_07G04350	YPS138_07G04380
18	18	1	CBS432_07G04400	DBVPG6044_07G04370	DBVPG6765_07G04370	N44_07G04400	S288c_07G04430	SK1_07G04370	Sbay_7.522	Seub_DI49_2194.t01	Skud_7.564	Port_7.603	Smik_16.76	Sarb_07G04370	UFRJ50816_07G04370	UWOPS034614_08G02820	UWOPS919171_07G04410	Y12_07G04370	YPS128_07G04360	YPS138_07G04390
18	18	1	CBS432_07G04410	DBVPG6044_07G04380	DBVPG6765_07G04380	N44_07G04410	S288c_07G04440	SK1_07G04380	Sbay_7.523	Seub_DI49_2195.t01	Skud_7.565	Port_7.604	Smik_16.75	Sarb_07G04380	UFRJ50816_07G04380	UWOPS034614_08G02830	UWOPS919171_07G04420	Y12_07G04380	YPS128_07G04370	YPS138_07G04400
18	18	1	CBS432_07G04420	DBVPG6044_07G04390	DBVPG6765_07G04390	N44_07G04420	S288c_07G04450	SK1_07G04390	Sbay_7.524	Seub_DI49_2196.t01	Skud_7.566	Port_7.606	Smik_16.74	Sarb_07G04390	UFRJ50816_07G04390	UWOPS034614_08G02840	UWOPS919171_07G04430	Y12_07G04390	YPS128_07G04380	YPS138_07G04410
18	18	1	CBS432_07G04430	DBVPG6044_07G04400	DBVPG6765_07G04400	N44_07G04430	S288c_07G04460	SK1_07G04400	Sbay_7.525	Seub_DI49_2197.t01	Skud_7.567	Port_7.607	Smik_16.73	Sarb_07G04400	UFRJ50816_07G04400	UWOPS034614_08G02850	UWOPS919171_07G04440	Y12_07G04400	YPS128_07G04390	YPS138_07G04420
18	18	1	CBS432_07G04450	DBVPG6044_07G04420	DBVPG6765_07G04420	N44_07G04450	S288c_07G04480	SK1_07G04420	Sbay_7.527	Seub_DI49_2199.t01	Skud_7.569	Port_7.609	Smik_16.71	Sarb_07G04420	UFRJ50816_07G04420	UWOPS034614_08G02870	UWOPS919171_07G04460	Y12_07G04420	YPS128_07G04410	YPS138_07G04440
18	18	1	CBS432_07G00400	DBVPG6044_07G00390	DBVPG6765_07G00400	N44_07G00410	S288c_07G00420	SK1_07G00380	Sbay_7.41	Seub_DI49_1761.t01	Skud_7.50	Port_7.61	Smik_7.45	Sarb_07G00410	UFRJ50816_07G00410	UWOPS034614_11G03340	UWOPS919171_07G00390	Y12_07G00390	YPS128_07G00380	YPS138_07G00410
18	18	1	CBS432_07G04460	DBVPG6044_07G04430	DBVPG6765_07G04430	N44_07G04460	S288c_07G04490	SK1_07G04430	Sbay_7.528	Seub_DI49_2200.t01	Skud_7.570	Port_7.610	Smik_16.70	Sarb_07G04430	UFRJ50816_07G04430	UWOPS034614_08G02880	UWOPS919171_07G04470	Y12_07G04430	YPS128_07G04420	YPS138_07G04450
18	18	1	CBS432_07G04470	DBVPG6044_07G04440	DBVPG6765_07G04440	N44_07G04470	S288c_07G04500	SK1_07G04440	Sbay_7.529	Seub_DI49_2201.t01	Skud_7.571	Port_7.611	Smik_16.69	Sarb_07G04440	UFRJ50816_07G04440	UWOPS034614_08G02890	UWOPS919171_07G04480	Y12_07G04440	YPS128_07G04430	YPS138_07G04460
18	18	1	CBS432_07G04480	DBVPG6044_07G04450	DBVPG6765_07G04450	N44_07G04480	S288c_07G04510	SK1_07G04450	Sbay_7.530	Seub_DI49_2202.t01	Skud_7.572	Port_7.612	Smik_16.68	Sarb_07G04450	UFRJ50816_07G04450	UWOPS034614_08G02900	UWOPS919171_07G04490	Y12_07G04450	YPS128_07G04440	YPS138_07G04470
18	18	1	CBS432_07G04490	DBVPG6044_07G04460	DBVPG6765_07G04460	N44_07G04490	S288c_07G04520	SK1_07G04460	Sbay_7.531	Seub_DI49_2203.t01	Skud_7.573	Port_7.613	Smik_16.67	Sarb_07G04460	UFRJ50816_07G04460	UWOPS034614_08G02910	UWOPS919171_07G04500	Y12_07G04460	YPS128_07G04450	YPS138_07G04480
18	18	1	CBS432_07G04500	DBVPG6044_07G04470	DBVPG6765_07G04470	N44_07G04500	S288c_07G04530	SK1_07G04470	Sbay_7.532	Seub_DI49_2204.t01	Skud_7.574	Port_7.614	Smik_16.66	Sarb_07G04470	UFRJ50816_07G04470	UWOPS034614_08G02920	UWOPS919171_07G04510	Y12_07G04470	YPS128_07G04460	YPS138_07G04490
18	18	1	CBS432_07G04510	DBVPG6044_07G04480	DBVPG6765_07G04480	N44_07G04510	S288c_07G04540	SK1_07G04480	Sbay_7.533	Seub_DI49_2205.t01	Skud_7.575	Port_7.615	Smik_16.65	Sarb_07G04480	UFRJ50816_07G04480	UWOPS034614_08G02930	UWOPS919171_07G04520	Y12_07G04480	YPS128_07G04470	YPS138_07G04500
18	18	1	CBS432_07G04520	DBVPG6044_07G04490	DBVPG6765_07G04490	N44_07G04520	S288c_07G04550	SK1_07G04490	Sbay_7.538	Seub_DI49_2206.t01	Skud_7.576	Port_7.616	Smik_16.64	Sarb_07G04490	UFRJ50816_07G04490	UWOPS034614_08G02940	UWOPS919171_07G04530	Y12_07G04490	YPS128_07G04480	YPS138_07G04510
18	18	1	CBS432_07G04530	DBVPG6044_07G04500	DBVPG6765_07G04500	N44_07G04530	S288c_07G04560	SK1_07G04500	Sbay_7.539	Seub_DI49_2207.t01	Skud_7.577	Port_7.617	Smik_16.63	Sarb_07G04500	UFRJ50816_07G04500	UWOPS034614_08G02950	UWOPS919171_07G04540	Y12_07G04500	YPS128_07G04490	YPS138_07G04520
18	18	1	CBS432_07G04540	DBVPG6044_07G04510	DBVPG6765_07G04510	N44_07G04540	S288c_07G04570	SK1_07G04510	Sbay_7.540	Seub_DI49_2208.t01	Skud_7.578	Port_7.619	Smik_16.62	Sarb_07G04510	UFRJ50816_07G04510	UWOPS034614_08G02960	UWOPS919171_07G04550	Y12_07G04510	YPS128_07G04500	YPS138_07G04530
18	18	1	CBS432_07G04560	DBVPG6044_07G04530	DBVPG6765_07G04530	N44_07G04560	S288c_07G04590	SK1_07G04530	Sbay_7.542	Seub_DI49_2210.t01	Skud_7.580	Port_7.622	Smik_16.60	Sarb_07G04520	UFRJ50816_07G04530	UWOPS034614_08G02980	UWOPS919171_07G04570	Y12_07G04530	YPS128_07G04520	YPS138_07G04550
18	18	1	CBS432_07G04570	DBVPG6044_07G04540	DBVPG6765_07G04540	N44_07G04570	S288c_07G04600	SK1_07G04540	Sbay_7.543	Seub_DI49_2211.t01	Skud_7.581	Port_7.623	Smik_16.59	Sarb_07G04530	UFRJ50816_07G04540	UWOPS034614_08G02990	UWOPS919171_07G04580	Y12_07G04540	YPS128_07G04530	YPS138_07G04560
18	18	1	CBS432_07G04580	DBVPG6044_07G04550	DBVPG6765_07G04550	N44_07G04580	S288c_07G04610	SK1_07G04550	Sbay_7.544	Seub_DI49_2213.t01	Skud_7.582	Port_7.628	Smik_16.58	Sarb_07G04540	UFRJ50816_07G04550	UWOPS034614_08G03000	UWOPS919171_07G04590	Y12_07G04550	YPS128_07G04540	YPS138_07G04570
18	18	1	CBS432_07G04590	DBVPG6044_07G04560	DBVPG6765_07G04560	N44_07G04590	S288c_07G04620	SK1_07G04560	Sbay_7.546	Seub_DI49_2214.t01	Skud_7.583	Port_7.629	Smik_16.57	Sarb_07G04550	UFRJ50816_07G04560	UWOPS034614_08G03010	UWOPS919171_07G04600	Y12_07G04560	YPS128_07G04550	YPS138_07G04580
18	18	1	CBS432_07G00420	DBVPG6044_07G00410	DBVPG6765_07G00420	N44_07G00430	S288c_07G00440	SK1_07G00400	Sbay_7.43	Seub_DI49_1762.t01	Skud_7.52	Port_7.63	Smik_7.47	Sarb_07G00430	UFRJ50816_07G00430	UWOPS034614_11G03320	UWOPS919171_07G00410	Y12_07G00410	YPS128_07G00400	YPS138_07G00430
18	18	1	CBS432_07G04600	DBVPG6044_07G04570	DBVPG6765_07G04570	N44_07G04600	S288c_07G04630	SK1_07G04570	Sbay_7.547	Seub_DI49_2215.t01	Skud_7.584	Port_7.630	Smik_16.56	Sarb_07G04560	UFRJ50816_07G04570	UWOPS034614_08G03020	UWOPS919171_07G04610	Y12_07G04570	YPS128_07G04560	YPS138_07G04590
18	18	1	CBS432_07G04610	DBVPG6044_07G04580	DBVPG6765_07G04580	N44_07G04610	S288c_07G04640	SK1_07G04580	Sbay_7.548	Seub_DI49_2216.t01	Skud_7.585	Port_7.631	Smik_16.55	Sarb_07G04570	UFRJ50816_07G04580	UWOPS034614_08G03030	UWOPS919171_07G04620	Y12_07G04580	YPS128_07G04570	YPS138_07G04600
18	18	1	CBS432_07G04620	DBVPG6044_07G04590	DBVPG6765_07G04590	N44_07G04620	S288c_07G04650	SK1_07G04590	Sbay_7.549	Seub_DI49_2217.t01	Skud_7.586	Port_7.632	Smik_16.54	Sarb_07G04580	UFRJ50816_07G04590	UWOPS034614_08G03040	UWOPS919171_07G04630	Y12_07G04590	YPS128_07G04580	YPS138_07G04610
18	18	1	CBS432_07G04640	DBVPG6044_07G04610	DBVPG6765_07G04610	N44_07G04640	S288c_07G04670	SK1_07G04610	Sbay_7.552	Seub_DI49_2219.t01	Skud_7.588	Port_7.637	Smik_16.52	Sarb_07G04600	UFRJ50816_07G04610	UWOPS034614_08G03060	UWOPS919171_07G04650	Y12_07G04610	YPS128_07G04600	YPS138_07G04630
18	18	1	CBS432_07G00430	DBVPG6044_07G00420	DBVPG6765_07G00430	N44_07G00440	S288c_07G00450	SK1_07G00410	Sbay_7.44	Seub_DI49_1763.t01	Skud_7.53	Port_7.64	Smik_7.48	Sarb_07G00440	UFRJ50816_07G00440	UWOPS034614_11G03310	UWOPS919171_07G00420	Y12_07G00420	YPS128_07G00410	YPS138_07G00440
18	18	1	CBS432_07G04660	DBVPG6044_07G04630	DBVPG6765_07G04630	N44_07G04660	S288c_07G04690	SK1_07G04630	Sbay_7.555	Seub_DI49_2222.t01	Skud_7.591	Port_7.640	Smik_16.49	Sarb_07G04620	UFRJ50816_07G04630	UWOPS034614_08G03080	UWOPS919171_07G04670	Y12_07G04630	YPS128_07G04620	YPS138_07G04650
18	18	1	CBS432_07G04670	DBVPG6044_07G04640	DBVPG6765_07G04640	N44_07G04670	S288c_07G04700	SK1_07G04640	Sbay_7.556	Seub_DI49_2223.t01	Skud_7.592	Port_7.641	Smik_16.48	Sarb_07G04630	UFRJ50816_07G04640	UWOPS034614_08G03090	UWOPS919171_07G04680	Y12_07G04640	YPS128_07G04630	YPS138_07G04660
18	18	1	CBS432_07G04680	DBVPG6044_07G04650	DBVPG6765_07G04650	N44_07G04680	S288c_07G04710	SK1_07G04650	Sbay_7.557	Seub_DI49_2224.t01	Skud_7.593	Port_7.642	Smik_16.47	Sarb_07G04640	UFRJ50816_07G04650	UWOPS034614_08G03100	UWOPS919171_07G04690	Y12_07G04650	YPS128_07G04640	YPS138_07G04670
18	18	1	CBS432_07G04690	DBVPG6044_07G04660	DBVPG6765_07G04660	N44_07G04690	S288c_07G04720	SK1_07G04660	Sbay_7.559	Seub_DI49_2225.t01	Skud_7.594	Port_7.643	Smik_16.46	Sarb_07G04650	UFRJ50816_07G04660	UWOPS034614_08G03110	UWOPS919171_07G04700	Y12_07G04660	YPS128_07G04650	YPS138_07G04680
18	18	1	CBS432_07G04700	DBVPG6044_07G04670	DBVPG6765_07G04670	N44_07G04700	S288c_07G04730	SK1_07G04670	Sbay_7.560	Seub_DI49_2226.t01	Skud_7.595	Port_7.644	Smik_16.45	Sarb_07G04660	UFRJ50816_07G04670	UWOPS034614_08G03120	UWOPS919171_07G04710	Y12_07G04670	YPS128_07G04660	YPS138_07G04690
18	18	1	CBS432_07G04710	DBVPG6044_07G04680	DBVPG6765_07G04680	N44_07G04710	S288c_07G04740	SK1_07G04680	Sbay_7.561	Seub_DI49_2227.t01	Skud_7.596	Port_7.645	Smik_16.44	Sarb_07G04670	UFRJ50816_07G04680	UWOPS034614_08G03130	UWOPS919171_07G04720	Y12_07G04680	YPS128_07G04670	YPS138_07G04700
18	18	1	CBS432_07G04720	DBVPG6044_07G04690	DBVPG6765_07G04690	N44_07G04720	S288c_07G04750	SK1_07G04690	Sbay_7.562	Seub_DI49_2228.t01	Skud_7.597	Port_7.646	Smik_16.43	Sarb_07G04680	UFRJ50816_07G04690	UWOPS034614_08G03140	UWOPS919171_07G04730	Y12_07G04690	YPS128_07G04680	YPS138_07G04710
18	18	1	CBS432_07G04730	DBVPG6044_07G04700	DBVPG6765_07G04700	N44_07G04730	S288c_07G04760	SK1_07G04700	Sbay_7.563	Seub_DI49_2229.t01	Skud_7.598	Port_7.647	Smik_16.42	Sarb_07G04690	UFRJ50816_07G04700	UWOPS034614_08G03150	UWOPS919171_07G04740	Y12_07G04700	YPS128_07G04690	YPS138_07G04720
18	18	1	CBS432_07G04740	DBVPG6044_07G04710	DBVPG6765_07G04710	N44_07G04740	S288c_07G04770	SK1_07G04710	Sbay_7.564	Seub_DI49_2230.t01	Skud_7.599	Port_7.648	Smik_16.41	Sarb_07G04700	UFRJ50816_07G04710	UWOPS034614_08G03160	UWOPS919171_07G04750	Y12_07G04710	YPS128_07G04700	YPS138_07G04730
18	18	1	CBS432_07G04750	DBVPG6044_07G04720	DBVPG6765_07G04720	N44_07G04750	S288c_07G04780	SK1_07G04720	Sbay_7.565	Seub_DI49_2231.t01	Skud_7.600	Port_7.649	Smik_16.40	Sarb_07G04710	UFRJ50816_07G04720	UWOPS034614_08G03170	UWOPS919171_07G04760	Y12_07G04720	YPS128_07G04710	YPS138_07G04740
18	18	1	CBS432_07G00440	DBVPG6044_07G00430	DBVPG6765_07G00440	N44_07G00450	S288c_07G00460	SK1_07G00420	Sbay_7.45	Seub_DI49_1764.t01	Skud_7.54	Port_7.65	Smik_7.49	Sarb_07G00450	UFRJ50816_07G00450	UWOPS034614_11G03300	UWOPS919171_07G00430	Y12_07G00430	YPS128_07G00420	YPS138_07G00450
